mine_id,mine_name,mine_type,year,month,rainfall_mm,avg_temperature_c,soil_moisture_pct,equipment_availability_pct,downtime_hours,labor_availability_pct,planned_target_tonnes,actual_production_tonnes,shortfall_tonnes,shortfall_pct,shortfall_event,prev_month_efficiency
MN-CHK-04,Chikla Mine,opencast,2021,7,351.3,30.8,73.2,73.7,35.6,88.3,4183.8,898.2,3285.6000000000004,78.53147856016064,1,0.9085951393005335
MN-CHK-04,Chikla Mine,opencast,2021,8,152.7,27.6,40.0,84.7,24.9,98.4,4261.5,3530.1,731.4000000000001,17.162970784934885,1,0.2146852143983938
MN-CHK-04,Chikla Mine,opencast,2021,9,262.4,28.5,63.9,79.6,21.6,92.4,4218.2,2059.3,2158.8999999999996,51.18059835948983,1,0.8283702921506512
MN-CHK-04,Chikla Mine,opencast,2021,10,18.8,34.9,6.7,85.1,19.8,84.9,4230.9,3385.7,845.1999999999998,19.976837079581173,1,0.4881940164051018
MN-CHK-04,Chikla Mine,opencast,2021,11,20.2,21.9,16.2,91.4,10.0,89.7,4308.3,4024.6,283.7000000000003,6.584963906877429,0,0.8002316292041882
MN-CHK-04,Chikla Mine,opencast,2021,12,4.0,17.8,16.8,90.8,0.0,93.3,4189.4,4094.6,94.79999999999973,2.262853869289152,0,0.9341503609312257
MN-CHK-04,Chikla Mine,opencast,2022,1,10.4,24.0,10.3,95.3,9.4,85.2,4304.8,4111.4,193.40000000000055,4.492659356996853,0,0.9773714613071085
MN-CHK-04,Chikla Mine,opencast,2022,2,6.8,22.6,14.5,99.0,0.0,93.1,4341.2,4355.5,-14.300000000000182,-0.3294020086612039,0,0.9550734064300315
MN-CHK-04,Chikla Mine,opencast,2022,3,28.6,35.4,12.7,98.3,0.0,87.1,4237.9,4463.6,-225.70000000000073,-5.325750961561168,0,1.003294020086612
MN-CHK-04,Chikla Mine,opencast,2022,4,21.1,38.5,14.7,97.1,6.4,99.7,4383.7,4348.0,35.69999999999982,0.8143805461140091,0,1.0532575096156116
MN-CHK-04,Chikla Mine,opencast,2022,5,30.0,38.3,11.4,92.8,11.9,92.6,4248.0,3941.3,306.6999999999998,7.219868173258,0,0.9918561945388599
MN-CHK-04,Chikla Mine,opencast,2022,6,147.7,32.6,37.1,88.5,20.7,86.1,4372.0,4343.3,28.699999999999818,0.6564501372369583,0,0.92780131826742
MN-CHK-04,Chikla Mine,opencast,2022,7,229.4,26.5,45.4,85.8,11.2,94.4,4206.4,3245.9,960.4999999999995,22.834252567516156,1,0.9934354986276304
MN-CHK-04,Chikla Mine,opencast,2022,8,337.5,26.4,69.5,82.2,13.2,97.9,4343.6,1671.5,2672.1000000000004,61.51809558891243,1,0.7716574743248384
MN-CHK-04,Chikla Mine,opencast,2022,9,180.1,28.0,39.7,92.2,6.8,100.0,4238.8,3621.2,617.6000000000004,14.570161366424468,1,0.38481904411087575
MN-CHK-04,Chikla Mine,opencast,2022,10,34.5,31.5,15.4,94.4,20.1,95.3,4304.2,4402.1,-97.90000000000055,-2.274522559360637,0,0.8542983863357553
MN-CHK-04,Chikla Mine,opencast,2022,11,24.0,21.5,19.7,91.4,18.8,94.5,4231.5,4018.2,213.30000000000018,5.0407656859269805,0,1.0227452255936065
MN-CHK-04,Chikla Mine,opencast,2022,12,0.4,21.1,14.0,90.3,9.5,80.9,4333.8,3885.7,448.10000000000036,10.339655729382997,1,0.9495923431407302
MN-CHK-04,Chikla Mine,opencast,2023,1,15.1,21.7,12.8,97.2,4.5,93.0,4243.4,4181.6,61.79999999999927,1.4563793184710203,0,0.89660344270617
MN-CHK-04,Chikla Mine,opencast,2023,2,21.7,23.2,15.6,96.5,0.0,85.3,4416.9,4755.6,-338.7000000000007,-7.6682741289139615,0,0.9854362068152898
MN-CHK-04,Chikla Mine,opencast,2023,3,13.4,28.6,13.9,81.1,15.1,99.1,4184.1,3749.9,434.2000000000003,10.37738103773811,1,1.0766827412891395
MN-CHK-04,Chikla Mine,opencast,2023,4,24.5,37.6,12.3,93.7,15.6,86.7,4405.5,4264.8,140.69999999999982,3.1937351038474593,0,0.8962261896226189
MN-CHK-04,Chikla Mine,opencast,2023,5,37.3,40.1,16.2,84.8,9.9,93.0,4202.3,3677.4,524.9000000000001,12.490778859196155,1,0.9680626489615254
MN-CHK-04,Chikla Mine,opencast,2023,6,149.9,34.9,46.3,84.5,25.4,98.6,4342.0,3815.2,526.8000000000002,12.13265776140028,1,0.8750922114080384
MN-CHK-04,Chikla Mine,opencast,2023,7,321.0,28.2,75.8,81.3,19.3,100.0,4317.2,1776.7,2540.5,58.846011303622724,1,0.8786734223859972
MN-CHK-04,Chikla Mine,opencast,2023,8,331.3,28.7,69.2,82.6,15.4,97.6,4193.2,1779.7,2413.5,57.55747400553277,1,0.41153988696377286
MN-CHK-04,Chikla Mine,opencast,2023,9,242.8,30.1,53.3,87.2,17.5,75.9,4384.6,2785.7,1598.9000000000005,36.46626830269581,1,0.42442525994467234
MN-CHK-04,Chikla Mine,opencast,2023,10,70.4,30.4,28.9,92.0,0.0,93.0,4359.0,4318.1,40.899999999999636,0.9382885983023546,0,0.635337316973042
MN-CHK-04,Chikla Mine,opencast,2023,11,19.5,23.0,17.3,90.3,14.2,94.1,4270.0,4175.8,94.19999999999982,2.2060889929742347,0,0.9906171140169765
MN-CHK-04,Chikla Mine,opencast,2023,12,9.0,22.6,14.3,96.3,0.0,87.9,4270.1,4437.9,-167.79999999999927,-3.9296503594763417,0,0.9779391100702577
MN-CHK-04,Chikla Mine,opencast,2024,1,15.2,19.5,15.9,89.4,15.7,93.4,4422.1,4206.4,215.70000000000073,4.877773003776502,0,1.0392965035947634
MN-CHK-04,Chikla Mine,opencast,2024,2,11.4,25.3,12.4,87.9,17.0,97.8,4250.5,4055.9,194.5999999999999,4.578284907657921,0,0.951222269962235
MN-CHK-04,Chikla Mine,opencast,2024,3,14.6,31.3,12.1,92.4,14.0,91.5,4390.1,4401.0,-10.899999999999636,-0.24828591603835073,0,0.9542171509234207
MN-CHK-04,Chikla Mine,opencast,2024,4,25.4,37.3,9.9,88.2,8.7,89.1,4240.7,3844.1,396.5999999999999,9.352229584738367,0,1.0024828591603836
MN-CHK-04,Chikla Mine,opencast,2024,5,52.6,43.0,20.6,90.3,21.7,100.0,4250.2,3819.7,430.5,10.12893510893605,1,0.9064777041526163
MN-CHK-04,Chikla Mine,opencast,2024,6,156.9,34.5,37.6,85.9,16.8,93.1,4326.7,3798.4,528.2999999999997,12.210229505165593,1,0.8987106489106395
MN-CHK-04,Chikla Mine,opencast,2024,7,387.8,26.8,80.8,81.2,24.1,90.4,4288.7,1064.6,3224.1,75.17662694989158,1,0.8778977049483441
MN-CHK-04,Chikla Mine,opencast,2024,8,236.8,29.1,56.5,81.5,30.8,100.0,4282.0,2879.0,1403.0,32.765063054647364,1,0.24823373050108424
MN-CHK-04,Chikla Mine,opencast,2024,9,102.7,26.4,28.1,85.8,19.4,77.8,4285.1,3832.3,452.8000000000002,10.5668479148678,1,0.6723493694535264
MN-CHK-04,Chikla Mine,opencast,2024,10,54.6,32.8,18.6,83.9,20.5,93.9,4173.6,4211.7,-38.099999999999454,-0.9128809660724423,0,0.894331520851322
MN-CHK-04,Chikla Mine,opencast,2024,11,19.6,26.0,14.8,96.8,1.5,86.7,4181.0,4260.9,-79.89999999999964,-1.911026070318097,0,1.0091288096607245
MN-CHK-04,Chikla Mine,opencast,2024,12,12.0,18.8,14.1,85.6,12.9,88.5,4308.6,3943.4,365.2000000000003,8.476071113586785,0,1.019110260703181
MN-GUM-03,Gumgaon Mine,opencast,2021,1,0.0,24.1,7.4,92.0,22.3,86.0,5140.0,4999.1,140.89999999999964,2.7412451361867634,0,0.8458031632082796
MN-GUM-03,Gumgaon Mine,opencast,2021,2,22.4,25.0,18.7,89.0,15.3,94.1,4948.6,4766.5,182.10000000000036,3.6798286384027876,0,0.9725875486381323
MN-GUM-03,Gumgaon Mine,opencast,2021,3,11.4,30.4,6.9,89.4,18.5,94.1,5143.1,4546.8,596.3000000000002,11.594174719527135,1,0.9632017136159722
MN-GUM-03,Gumgaon Mine,opencast,2021,4,24.7,36.9,16.6,96.1,1.8,90.4,5166.8,5075.8,91.0,1.7612448711001005,0,0.8840582528047286
MN-GUM-03,Gumgaon Mine,opencast,2021,5,30.9,36.0,14.3,95.6,6.9,96.5,5227.0,5493.4,-266.39999999999964,-5.096613736368847,0,0.982387551288999
MN-GUM-03,Gumgaon Mine,opencast,2021,6,149.6,36.9,45.9,85.5,8.0,89.0,5107.2,4461.9,645.3000000000002,12.63510338345865,1,1.0509661373636885
MN-GUM-03,Gumgaon Mine,opencast,2021,7,248.7,28.3,55.2,88.8,16.4,86.4,5252.8,3331.4,1921.4,36.57858665854401,1,0.8736489661654135
MN-GUM-03,Gumgaon Mine,opencast,2021,8,212.4,28.0,41.5,79.0,17.0,85.3,4956.1,2933.9,2022.2000000000003,40.802243699683224,1,0.6342141334145599
MN-GUM-03,Gumgaon Mine,opencast,2021,9,239.6,30.6,51.3,85.7,9.2,87.8,5114.3,3384.8,1729.5,33.81694464540602,1,0.5919775630031678
MN-GUM-03,Gumgaon Mine,opencast,2021,10,53.0,28.8,24.8,94.6,8.5,90.2,5186.0,4952.7,233.30000000000018,4.4986502121095295,0,0.6618305535459398
MN-GUM-03,Gumgaon Mine,opencast,2021,11,26.8,25.9,22.5,87.3,8.4,94.8,5098.3,5110.1,-11.800000000000182,-0.23144969891925116,0,0.9550134978789047
MN-GUM-03,Gumgaon Mine,opencast,2021,12,16.5,20.1,16.5,88.9,13.5,91.7,5104.0,5229.2,-125.19999999999982,-2.452978056426329,0,1.0023144969891926
MN-GUM-03,Gumgaon Mine,opencast,2022,1,3.9,21.0,10.9,94.0,0.0,90.5,5109.6,4634.6,475.0,9.296226710505714,0,1.0245297805642632
MN-GUM-03,Gumgaon Mine,opencast,2022,2,22.8,22.1,7.7,94.5,4.1,90.5,4953.8,5139.3,-185.5,-3.744600104969922,0,0.9070377328949428
MN-GUM-03,Gumgaon Mine,opencast,2022,3,13.9,32.2,7.9,92.4,13.8,99.0,5021.1,4813.1,208.0,4.142518571627731,0,1.0374460010496993
MN-GUM-03,Gumgaon Mine,opencast,2022,4,35.6,38.8,15.6,90.2,12.6,90.1,5072.1,4917.7,154.40000000000055,3.0441040200311615,0,0.9585748142837227
MN-GUM-03,Gumgaon Mine,opencast,2022,5,18.3,39.0,11.5,89.8,12.8,92.9,5057.3,5053.6,3.699999999999818,0.07316156842583628,0,0.9695589597996884
MN-GUM-03,Gumgaon Mine,opencast,2022,6,165.2,37.9,45.5,80.8,18.2,89.9,5080.7,4493.1,587.5999999999995,11.565335485267767,1,0.9992683843157416
MN-GUM-03,Gumgaon Mine,opencast,2022,7,321.8,27.9,74.5,77.0,29.8,91.8,5218.8,1967.2,3251.6000000000004,62.30551084540508,1,0.8843466451473223
MN-GUM-03,Gumgaon Mine,opencast,2022,8,392.6,28.6,78.7,81.8,23.0,92.9,5155.3,957.5,4197.8,81.42688107384633,1,0.37694489154594923
MN-GUM-03,Gumgaon Mine,opencast,2022,9,314.1,29.0,71.1,80.8,23.7,90.2,5180.5,2185.4,2995.1,57.8148827333269,1,0.18573118926153667
MN-GUM-03,Gumgaon Mine,opencast,2022,10,48.3,27.8,18.8,94.6,6.4,92.3,5245.6,5561.2,-315.59999999999945,-6.016470947079446,0,0.42185117266673106
MN-GUM-03,Gumgaon Mine,opencast,2022,11,26.3,26.4,8.9,92.0,3.2,95.9,5029.9,5042.1,-12.200000000000728,-0.24254955366907352,0,1.0601647094707944
MN-GUM-03,Gumgaon Mine,opencast,2022,12,4.4,17.9,8.2,92.7,6.6,93.3,5006.4,4910.9,95.5,1.9075583253435604,0,1.0024254955366907
MN-GUM-03,Gumgaon Mine,opencast,2023,1,20.4,21.7,15.2,92.4,5.3,100.0,5005.1,4947.8,57.30000000000018,1.1448322710834984,0,0.9809244167465644
MN-GUM-03,Gumgaon Mine,opencast,2023,2,19.6,26.9,8.6,91.0,23.3,100.0,5029.9,4930.6,99.29999999999927,1.9741943179784742,0,0.988551677289165
MN-GUM-03,Gumgaon Mine,opencast,2023,3,15.6,31.7,11.0,89.1,8.5,100.0,5211.2,5236.4,-25.199999999999818,-0.48357384095793327,0,0.9802580568202153
MN-GUM-03,Gumgaon Mine,opencast,2023,4,18.3,35.9,14.9,85.7,19.7,91.3,5074.3,4543.9,530.4000000000005,10.452673275131556,1,1.0048357384095794
MN-GUM-03,Gumgaon Mine,opencast,2023,5,50.7,39.9,18.8,93.1,2.6,97.7,5177.3,4711.7,465.60000000000036,8.993104513935842,0,0.8954732672486845
MN-GUM-03,Gumgaon Mine,opencast,2023,6,141.5,32.8,35.8,82.8,13.5,93.5,4986.1,4818.4,167.70000000000073,3.3633501133150303,0,0.9100689548606415
MN-GUM-03,Gumgaon Mine,opencast,2023,7,403.8,29.1,84.7,69.8,37.4,94.1,5058.5,758.8,4299.7,84.99950578234655,1,0.9663664988668497
MN-GUM-03,Gumgaon Mine,opencast,2023,8,258.3,27.4,62.2,82.4,10.4,95.2,4999.8,3192.6,1807.2000000000003,36.145445817832716,1,0.15000494217653454
MN-GUM-03,Gumgaon Mine,opencast,2023,9,217.2,31.5,53.3,86.7,21.5,96.1,5072.9,3459.5,1613.3999999999996,31.80429340219598,1,0.6385455418216728
MN-GUM-03,Gumgaon Mine,opencast,2023,10,49.0,30.5,9.9,89.6,9.9,98.1,5217.4,4932.5,284.89999999999964,5.460574232376273,0,0.6819570659780402
MN-GUM-03,Gumgaon Mine,opencast,2023,11,27.9,23.8,14.0,88.5,14.3,90.3,5124.6,5158.9,-34.29999999999927,-0.6693205323342167,0,0.9453942576762373
MN-GUM-03,Gumgaon Mine,opencast,2023,12,8.2,19.1,7.5,92.1,5.4,90.2,5124.4,5059.9,64.5,1.2586839434860668,0,1.0066932053233422
MN-GUM-03,Gumgaon Mine,opencast,2024,1,4.2,21.8,8.6,94.3,9.2,92.5,5014.2,5261.2,-247.0,-4.926010131227315,0,0.9874131605651393
MN-GUM-03,Gumgaon Mine,opencast,2024,2,23.6,22.4,11.8,88.7,16.2,89.4,5004.5,4594.0,410.5,8.202617644120291,0,1.049260101312273
MN-GUM-03,Gumgaon Mine,opencast,2024,3,20.2,32.3,8.8,88.7,1.0,80.0,5148.6,4939.9,208.70000000000073,4.053529114710809,0,0.9179738235587971
MN-GUM-03,Gumgaon Mine,opencast,2024,4,23.5,40.2,7.5,82.3,12.7,81.4,5081.7,4560.7,521.0,10.252474565598128,1,0.9594647088528919
MN-GUM-03,Gumgaon Mine,opencast,2024,5,33.1,42.1,17.4,88.7,9.3,94.2,5161.2,4025.8,1135.3999999999996,21.998759978299617,1,0.8974752543440188
MN-GUM-03,Gumgaon Mine,opencast,2024,6,182.3,35.5,49.1,87.1,16.0,90.4,5202.1,4320.9,881.2000000000007,16.939312969762224,1,0.7800124002170039
MN-GUM-03,Gumgaon Mine,opencast,2024,7,386.9,29.9,83.4,76.6,20.4,97.8,5162.3,887.1,4275.2,82.81579915928945,1,0.8306068703023778
MN-GUM-03,Gumgaon Mine,opencast,2024,8,320.6,29.0,65.8,77.7,19.0,90.7,5158.5,2090.4,3068.1,59.47659203256761,1,0.17184200840710537
MN-GUM-03,Gumgaon Mine,opencast,2024,9,218.2,30.9,47.8,78.2,23.1,91.6,5074.1,3534.1,1540.0000000000005,30.35020988943853,1,0.40523407967432395
MN-GUM-03,Gumgaon Mine,opencast,2024,10,84.5,25.0,22.0,87.9,16.2,100.0,5061.1,4626.7,434.40000000000055,8.583114342731829,0,0.6964979011056147
MN-GUM-03,Gumgaon Mine,opencast,2024,11,14.8,22.5,9.1,91.2,15.6,92.6,5161.6,4923.5,238.10000000000036,4.612910725356485,0,0.9141688565726818
MN-GUM-03,Gumgaon Mine,opencast,2024,12,2.8,22.0,16.4,85.1,17.8,88.1,5178.1,4774.6,403.5,7.792433518085784,0,0.9538708927464351
MN-UKW-02,Ukwa Mine,underground,2021,1,14.0,20.7,11.6,92.2,4.8,95.3,6449.1,6829.6,-380.5,-5.900048068722767,0,0.8458031632082796
MN-UKW-02,Ukwa Mine,underground,2021,2,12.1,24.8,10.4,99.0,0.0,92.5,6505.6,6371.5,134.10000000000036,2.061301032956228,0,1.0590004806872277
MN-UKW-02,Ukwa Mine,underground,2021,3,37.8,29.1,16.9,98.1,0.0,92.7,6360.8,6469.9,-109.09999999999945,-1.7151930574770382,0,0.9793869896704377
MN-UKW-02,Ukwa Mine,underground,2021,4,31.2,36.2,5.0,91.4,9.8,93.0,6500.1,6084.2,415.90000000000055,6.3983631021061305,0,1.0171519305747705
MN-UKW-02,Ukwa Mine,underground,2021,5,27.4,43.5,14.8,94.3,0.0,90.5,6591.9,5982.6,609.2999999999993,9.243162062531278,0,0.9360163689789387
MN-UKW-02,Ukwa Mine,underground,2021,6,120.7,37.6,25.5,89.5,13.6,93.4,6430.8,5620.2,810.6000000000004,12.604963612614299,1,0.9075683793746873
MN-UKW-02,Ukwa Mine,underground,2021,7,319.4,27.2,64.9,78.4,17.5,85.9,6304.0,1884.0,4420.0,70.11421319796955,1,0.873950363873857
MN-UKW-02,Ukwa Mine,underground,2021,8,243.1,26.7,53.7,92.7,2.2,94.0,6581.0,4860.8,1720.1999999999998,26.138884667983586,1,0.29885786802030456
MN-UKW-02,Ukwa Mine,underground,2021,9,218.3,28.6,55.1,86.8,18.7,84.9,6449.9,4521.0,1928.8999999999996,29.90589001379866,1,0.7386111533201641
MN-UKW-02,Ukwa Mine,underground,2021,10,48.4,27.7,18.5,92.7,13.9,96.7,6358.6,6196.4,162.20000000000073,2.550875978989097,0,0.7009410998620134
MN-UKW-02,Ukwa Mine,underground,2021,11,15.6,23.5,9.7,90.5,12.6,99.7,6548.7,6086.2,462.5,7.062470413975293,0,0.974491240210109
MN-UKW-02,Ukwa Mine,underground,2021,12,12.8,16.0,16.5,86.6,18.7,89.6,6369.1,6469.3,-100.19999999999982,-1.5732207062222263,0,0.929375295860247
MN-UKW-02,Ukwa Mine,underground,2022,1,7.0,19.0,11.6,98.7,2.6,92.2,6454.6,6319.9,134.70000000000073,2.0868837728131986,0,1.0157322070622223
