cell_id,lat,lon,dist_to_known_occurrence_km,dist_to_belt_axis_km,lithology_gondite_index,ferrous_oxide_index,magnetic_anomaly_norm,structural_lineament_density,ndvi,slope_deg,soil_mn_anomaly,prospectivity_label
20,20.75,79.19156,33.431058180768076,32.744231702123464,0.0,0.11164636770541068,0.0,0.0,0.537159524897705,1.291558589229858,0.08129835184417074,0
21,20.75,79.21364,34.50158179583016,34.078804397794734,0.0,0.0,0.45634623194153684,0.05309196391508739,0.5384908560992767,4.954159760917436,0.11123928974308799,0
22,20.75,79.23571,35.19922224211821,35.41335159855753,0.149438316242648,0.00574246088439879,0.0,0.18736722594804495,0.5438569056313624,6.732858914045773,0.10456596964910903,0
23,20.75,79.25779,35.8812841704408,36.74787329205378,0.0,0.22933583848778952,0.07073611823100935,0.0,0.3655845072099573,0.09393381469334283,0.012635944106581113,0
24,20.75,79.27987,36.694237914828484,38.08236946592107,0.0,0.13141653556549393,0.0,0.31646588367269596,0.5707999215699737,6.040851822059642,0.16792962555161736,0
25,20.75,79.30195,37.62960101602396,39.41684010779802,0.0,0.12921296724874626,0.200228903656949,0.04386820199933453,0.6328332078564751,4.915183332456618,0.0,0
26,20.75,79.32403,38.67849378958919,40.75128520532241,0.06499995711194347,0.3069873338446949,0.009000717938894778,0.03213447050136416,0.26345954890302015,3.564886475413694,0.04432708041372821,0
27,20.75,79.3461,39.83194851191456,42.085704746131555,0.04475223684095393,0.0,0.0,0.2773563549221778,0.36762823746623396,7.0531569929304805,0.06852279378203131,0
28,20.75,79.36818,41.08115860326932,43.42009871786302,0.05024760833910321,0.0,0.0,0.2800369780797378,0.6752085923094988,2.629580944847037,0.16298937209656966,0
29,20.75,79.39026,42.41766483099205,44.75446710814871,0.05227470761782213,0.0,0.015117195022684543,0.31717799545670927,0.6492014873577387,4.1072510767444905,0.0,0
30,20.75,79.41234,43.83348278118903,46.08880990462768,0.2574590091751923,0.0,0.1694422842491947,0.4068263894457358,0.5916894170497438,3.375413494711585,0.0,0
31,20.75,79.43442,45.32118002570255,47.423127094930834,0.0,0.0,0.0,0.20119635536953434,0.45439441541583825,3.174642298996977,0.0,0
32,20.75,79.45649,46.87391306246491,48.757418666692715,0.0,0.0,0.23499901756999553,0.13440625971794473,0.6501048217404155,4.23334090050208,0.08357233558365211,0
33,20.75,79.47857,48.48543400464932,50.09168460754609,0.0,0.0,0.22669776218696217,0.4379630748264207,0.3815320251395093,3.1551373434067003,0.08585424183302297,0
34,20.75,79.50065,48.0987045003287,51.42592490512189,0.07410705611309591,0.1258098811870053,0.0,0.030739209465815404,0.5307069561525346,4.241600873970159,0.0,0
35,20.75,79.52273,46.75125641797518,52.760139547052376,0.1356284129167151,0.05673518803605813,0.3191855092747425,0.21448162484065147,0.3670083733951987,1.2840715760800907,0.30628532549880755,0
36,20.75,79.54481,45.47956669917536,54.094328520963764,0.0,0.0,0.009264063581790613,0.18369377401191814,0.5272176083858936,1.3617685597679308,0.04582102311226635,0
37,20.75,79.56688,44.29016152925019,55.42849181449218,0.0,0.0946502372369019,0.010203628944883792,0.24613908841561527,0.4056207687365765,1.2657015504710947,0.019875169133165296,0
38,20.75,79.58896,43.189839570299675,56.76262941525991,0.0,0.11594467017930764,0.02010720595607002,0.16438546582612126,0.6556639502831262,2.067938502512331,0.0,0
39,20.75,79.61104,42.18557206475645,58.09674131089864,0.07813348183723225,0.0,0.014236405622208768,0.05929150248083789,0.61046863424074,5.648690855140474,0.14888306677306135,0
40,20.75,79.63312,41.28436937726169,59.43082748903467,0.08924041809435287,0.0,0.0,0.31352556451630154,0.4699139396463239,1.8104689303657115,0.06232435670092169,0
41,20.75,79.65519,40.49311345000356,60.764887937293175,0.06521847820231547,0.0,0.0,0.3364971506983363,0.7024074454503533,4.706918762451262,0.3023828768573706,0
42,20.75,79.67727,39.818359303793876,62.09892264330184,0.0,0.0,0.0,0.38351681773939494,0.41585350007324895,3.6992314383803713,0.0,0
43,20.75,79.69935,39.26611335767516,63.43293159468375,0.02788497830674074,0.0,0.3259017904450753,0.003120130353700727,0.5447725313306584,1.8601252536308241,0.0,0
44,20.75,79.72143,38.84160140129549,64.76691477906499,0.014022809398020426,0.011988274595596036,0.3179021731788465,0.2968456787767654,0.4636162825153084,6.410618612864203,0.0,0
45,20.75,79.74351,38.54904359218118,66.1008721840659,0.026259054865914785,0.0,0.171110695966788,0.2548224889343161,0.6536078892035008,4.919704050783623,0.08854760186062965,0
46,20.75,79.76558,38.391456679980074,67.4348037973108,0.10458460275985175,0.0,0.0,0.10725478361296581,0.6397491588172703,3.009647381456211,0.0,0
47,20.75,79.78766,38.37050367226627,68.76870960642299,0.02684199406965467,0.0,0.0,0.10539590931555462,0.731939966388575,2.793362937963324,0.2033765625421323,0
48,20.75,79.80974,38.486407731304155,70.1025895990202,0.08147805713746735,0.027467045340314907,0.0,0.4040876296118129,0.5612902627639454,3.2474168017351577,0.0,0
49,20.75,79.83182,38.73794044386559,71.43644376272515,0.008116237623830052,0.0681941206391057,0.38922699999074634,0.1088756489573745,0.1353423419601686,0.0,0.173116259141025,0
50,20.75,79.8539,39.122485874653464,72.77027208515642,0.03469973180203592,0.06444887861654369,0.0,0.0,0.4893838025033257,0.8578724460895315,0.0,0
51,20.75,79.87597,39.63617278488429,74.1040745539331,0.07575891391458688,0.00203879069656148,0.0,0.23842872839531318,0.768865920482648,4.204930071627407,0.18929693176434942,0
52,20.75,79.89805,40.274059953382384,75.43785115667193,0.0,0.0,0.20656147901802527,0.24783027790917173,0.50425758773865,0.0,0.21907155370045536,0
53,20.75,79.92013,41.03035505980389,76.77160188099187,0.0,0.0,0.30056111793192924,0.2124186132214595,0.28133056582322613,1.0579529598652557,0.0,0
54,20.75,79.94221,41.898646582959316,78.10532671450846,0.0,0.0,0.33223638181866083,0.07296966853026195,0.612720976307454,1.9809168542739068,0.07833430183656592,0
55,20.75,79.96429,42.87213023883416,79.43902564483615,0.0,0.0,0.20799905402531552,0.2049799473821551,0.6232106084835122,10.550823110632297,0.04283773847858925,0
56,20.75,79.98636,43.943815628213905,80.77269865959124,0.0,0.01202000333706891,0.24057506109164556,0.01401548381390147,0.44806023518257626,4.752855944680535,0.08267558763874074,0
57,20.75,80.00844,45.10670378086691,82.10634574638839,0.17939409745225737,0.22810484090552172,0.01080627001640222,0.03437625178219432,0.5153464582303826,5.854070959161458,0.2055116686797432,0
58,20.75,80.03052,46.353931130808974,83.43996689283946,0.0,0.12994973152626213,0.0,0.19552810478498978,0.4312902972881606,0.9074641637425955,0.15571508706257858,0
59,20.75,80.0526,47.678879451190696,84.77356208655546,0.11619413349641991,0.0,0.005713688489962366,0.05639560832896704,0.623088976725217,3.942075707991808,0.08225889206930455,0
60,20.75,80.07468,49.075254119975334,86.1071313151526,0.0,0.1085532720325402,0.12442120886572851,0.05903274185430959,0.5578678382630172,0.0,0.10608893781440878,0
61,20.75,80.09675,50.53713478599908,87.44067456623819,0.0,0.10245530040360445,0.0,0.1923148397545396,0.3867475198867233,2.1409448140312577,0.0,0
62,20.75,80.11883,52.059003248987636,88.77419182742311,0.01953074305311767,0.0,0.0,0.2295431686883114,0.5486297548196603,4.314419631551775,0.0,0
63,20.75,80.14091,53.63575341768979,90.1076830863173,0.0703469802243219,0.1358228822147134,0.0,0.29143144851449626,0.447350361104775,0.0,0.0,0
64,20.75,80.16299,55.26268782314179,91.4411483305295,0.08534743016038103,0.0,0.0,0.12257428707126095,0.7545284992832146,4.022504184683871,0.0,0
65,20.75,80.18506,56.93550454845812,92.77458754766698,0.09520186086619038,0.0,0.3676552483488061,0.0652524948530436,0.6751025504951224,4.23808592815795,0.17868947991214504,0
66,20.75,80.20714,58.65027774339747,94.10800072533527,0.0,0.07283470333082082,0.37488797690505843,0.0,0.5328695213038966,1.433750452474304,0.0,0
67,20.75,80.22922,60.4034342174002,95.44138785114451,0.0,0.03471574633779962,0.0,0.264676603701513,0.5613404921135039,0.8297307911146352,0.0,0
68,20.75,80.2513,62.19172800195609,96.77474891269615,0.1029572046540015,0.0,0.056314544544351086,0.23336924024682731,0.6919223704305688,1.1405638295983247,0.0,0
69,20.75,80.27338,64.0122142646757,98.10808389759666,0.0,0.0,0.0,0.42630261985785206,0.5256898931454167,2.098098697963219,0.0929741103466241,0
70,20.75,80.29545,65.86222354656772,99.4413927934511,0.0,0.0,0.1285200100442828,0.2866303970766162,0.6561715354939208,2.17653067131117,0.0,0
71,20.75,80.31753,67.13719853455466,100.77467558786056,0.0,0.09762176480825054,0.3519338315608964,0.0,0.7568312945200835,4.325106165223906,0.12541500484640125,0
72,20.75,80.33961,68.4482442393601,102.1079322684285,0.0,0.0,0.0,0.0,0.48127428961586327,1.6106598428545715,0.0,0
73,20.75,80.36169,69.8099298081713,103.44116282275488,0.05965932184604442,0.02663244074804581,0.09277911868901667,0.09109990892610884,0.7804585439432008,7.165619744424742,0.061074977384156834,0
74,20.75,80.38377,71.21935063302769,104.7743672384425,0.017091114400711753,0.05714323474130661,0.10780635145779145,0.1944231756318664,0.7397149650786681,7.146752246637281,0.06911093252959881,0
75,20.75,80.40584,72.67372943482184,106.10754550308974,0.08285826336569264,0.0,0.10552276374487286,0.061294186773450623,0.584797134010401,3.614191584065933,0.12638415437188744,0
76,20.75,80.42792,74.17042154361252,107.44069760429633,0.0,0.0,0.32856464632123833,0.17879946490066528,0.48785146388843015,2.1040101702922893,0.0,0
77,20.75,80.45,75.7069174274972,108.77382352966161,0.01902477631635513,0.0,0.40720448396973774,0.0,0.5830549528402863,1.6135193655549367,0.12476691039874915,0
78,20.76884,78.75,41.8472931711414,28.942114291961204,0.08310795725855415,0.09709087284443602,0.0,0.2527075937109458,0.5155827969247944,4.184684836615939,0.2410539347281413,0
79,20.76884,78.77208,40.16843017993884,27.341577129386607,0.0,0.0,0.13517335752933998,0.1235376719177941,0.4387644590522839,4.709854706842188,0.0,0
80,20.76884,78.79416,38.55295043031329,25.845753825584957,0.06827851211267907,0.031142309000573992,0.017569257210681876,0.194419388266664,0.6241945800267008,2.986786540306057,0.008283968886927482,0
81,20.76884,78.81623,37.00915507597838,24.473852043726374,0.0,0.07116097043665551,0.0,0.1470427104204572,0.4062875942341688,2.5711411954946897,0.0,0
82,20.76884,78.83831,35.54638523100038,23.24782076578914,0.0,0.11015394987679743,0.05541094410665881,0.0,0.5020676738356512,4.596993783153579,0.0,0
83,20.76884,78.86039,34.17504673801323,22.191849887164175,0.0,0.0,0.13590144762169273,0.17497862999110836,0.5037717808884385,3.9440053922835596,0.0,0
84,20.76884,78.88247,32.90657245760635,21.33121018437626,0.0,0.007150189055392326,0.045402711456739096,0.19334020071612695,0.3580334949248093,2.353694965819834,0.0,0
85,20.76884,78.90455,31.753292407001712,20.690291216176906,0.0902337442421259,0.28633725862435855,0.0,0.2536085891054501,0.6411799626158785,4.197206268991061,0.060486922052237456,0
86,20.76884,78.92662,30.728179644822468,20.28992533160297,0.0,0.294426982893669,0.0,0.15672484325001085,0.5168390980420303,2.370694187909376,0.1449050359919766,0
87,20.76884,78.9487,29.844444188443727,20.144460436912897,0.03632463158123003,0.178556969511105,0.0,0.2273964798051763,0.7304550796184801,2.005469772960137,0.04238205085885993,0
88,20.76884,78.97078,29.11496270980787,20.259387940357747,0.09185421963511542,0.07438299297065087,0.0,0.07288057603440345,0.5141868036815537,3.93466330470135,0.10795117209596862,0
89,20.76884,78.99286,28.55156106285404,20.630356520072766,0.08570000374729114,0.0,0.06716020737451867,0.1405303471066559,0.49136114236388573,2.4151987317616124,0.0,0
90,20.76884,79.01494,28.164207891008253,21.24395719471617,0.10884041123692585,0.13320188259926358,0.0883995813075591,0.04685074357382682,0.42152008076565084,1.9436120326253457,0.16928949014137054,0
91,20.76884,79.03701,27.960220940016182,22.079971029670805,0.013404838480704446,0.0,0.20086118681028065,0.0,0.5535708660798205,6.492916728592961,0.0,0
92,20.76884,79.05909,27.943616194077126,23.114277397400215,0.0,0.10428213964287358,0.0,0.3507349820742357,0.5543564830740605,2.670290593983027,0.2445093740065176,0
93,20.76884,79.08117,28.11472566303244,24.36161167491741,0.00767820112689436,0.0,0.0,0.10770039710829936,0.6520022497974141,8.39346344094651,0.21577925047770866,0
94,20.76884,79.10325,28.470164982844693,25.69629725611659,0.0,0.0,0.31543256215605864,0.0,0.5576436940627195,5.1471890325365415,0.12021395918780846,0
95,20.76884,79.12532,29.00315794444706,27.030957400455097,0.0,0.035317278360253175,0.0,0.25921059096646304,0.8415573262894477,1.312716171251009,0.3568108428504798,0
96,20.76884,79.1474,29.70414833536592,28.365592095578155,0.0,0.047063264347503776,0.009636746353016687,0.12721283478578524,0.6124547143310981,6.4003765530746906,0.0,0
97,20.76884,79.16948,30.561578266015765,29.700201329131858,0.0,0.08546006124990924,0.0,0.22689161617838735,0.4106156395425554,1.4687303811159804,0.12482130683059305,0
98,20.76884,79.19156,31.562700820996977,31.034785088760252,0.05364348546166344,0.0,0.22918139374589397,0.29686260686978505,0.39895471865542154,8.416897667005625,0.021701833981486784,0
99,20.76884,79.21364,32.60836933599354,32.369343362109035,0.0,0.0,0.23649108728031723,0.0,0.6239991615449875,3.8348545644931997,0.03911662909513185,0
100,20.76884,79.23571,33.1852839224764,33.703876136820654,0.0,0.263853212279155,0.2245589312293623,0.04945278539955422,0.40664156436793597,4.623422474890445,0.0,0
101,20.76884,79.25779,33.90779123333272,35.0383834005391,0.15881702220463603,0.401568799458626,0.006994807934201134,0.24903135690218858,0.6325756234143063,3.263906017628339,0.06321261952025094,0
102,20.76884,79.27987,34.76681552514293,36.37286514090462,0.0,0.0743640708960774,0.0,0.032093989681435585,0.6747805971465497,3.8494457394692123,0.05568571306852446,0
103,20.76884,79.30195,35.752517872276805,37.707321345559116,0.09036675756569972,0.0,0.3862448164187403,0.18240558610253482,0.6782472784280323,2.5406719826702933,0.0,0
104,20.76884,79.32403,36.854735412871804,39.04175200214273,0.0,0.0,0.17224567744160543,0.0,0.42788385740238477,0.7104651505027841,0.0,0
105,20.76884,79.3461,38.06334752332637,40.37615709829574,0.0,0.08312118387858293,0.0,0.1324921928181236,0.6786544744468557,3.9845214659722883,0.0,0
106,20.76884,79.36818,39.368556482053656,41.7105366216578,0.0,0.21597858691693422,0.28538670779435305,0.3148749353040199,0.5948797197724531,5.751876647333914,0.0,0
107,20.76884,79.39026,40.76108395072932,43.0448905598635,0.0,0.0,0.0,0.20815558312609966,0.46467384698382963,0.0,0.1537369557529586,0
108,20.76884,79.41234,42.23229331499748,44.37921890055512,0.10145035001060049,0.0,0.282510778780838,0.37512705870621077,0.5275083890586949,7.070203884783245,0.15693311633131646,0
109,20.76884,79.43442,43.77425200488993,45.71352163136597,0.0,0.03218708906472605,0.29593653244060997,0.12700649707793613,0.6158434775388292,4.618976187598287,0.12299485037247623,0
110,20.76884,79.45649,45.37974859075966,47.047798739933555,0.0525239949114788,0.1390394396584539,0.0,0.10911005765758815,0.45569701357720305,1.9123394618750824,0.15366361291466538,0
111,20.76884,79.47857,47.04227807680126,48.38205021389274,0.028843040173727796,0.0,0.11650601103439595,0.0987795521953042,0.5921816194190248,1.8592237785101868,0.15575542690768468,0
112,20.76884,79.50065,46.443867064460065,49.716276040877396,0.0,0.0,0.15661023250364184,0.0,0.7522973145440861,7.882729945528322,0.0,0
113,20.76884,79.52273,45.04712422873094,51.05047620852218,0.0,0.09982447688069865,0.5232036853262213,0.0,0.684858106762127,5.47164449290454,0.05432928554842246,0
114,20.76884,79.54481,43.72606894748442,52.384650704456575,0.008817078123056998,0.1803389841277086,0.0,0.1345407258443359,0.5613412842617417,5.9908277318098815,0.1738873828378384,0
115,20.76884,79.56688,42.48776180369946,53.71879951631909,0.0,0.0,0.2868619560529411,0.3073382008472547,0.5826118282341447,2.3702563263470577,0.0,0
116,20.76884,79.58896,41.33963952147366,55.05292263173498,0.028024692138568175,0.06511939517708869,0.0039045181735196553,0.41267415765836546,0.4744675936790883,4.464187013905894,0.0,0
117,20.76884,79.61104,40.28941282094488,56.38702003833774,0.002705160681282982,0.0,0.0,0.3689605363110068,0.4783719620502375,3.9254959723989966,0.0,0
118,20.76884,79.63312,39.344921829709975,57.72109172375719,0.1922798424977719,0.0,0.0,0.27247010341686834,0.3345086289603321,2.5606635219976526,0.0,0
119,20.76884,79.65519,38.51394633349341,59.05513767562092,0.0,0.16443308434025813,0.001220610330585944,0.048817401869539506,0.5848293007596553,3.2967900467939018,0.0,0
120,20.76884,79.67727,37.80397269947062,60.38915788155933,0.0,0.06219000014625063,0.0,0.0,0.6451827625572214,5.897102057965272,0.0,0
121,20.76884,79.69935,37.22192557971949,61.72315232919844,0.021547142831241428,0.07863864668763924,0.0633550646970756,0.15355217662168835,0.5396775063851567,7.168395926321135,0.24198572679763947,0
122,20.76884,79.72143,36.7738798470646,63.057121006166426,0.026426877618259167,0.24050905580708754,0.19256030405310298,0.17126291651395442,0.4267388522289116,2.35426355650113,0.0,0
123,20.76884,79.74351,36.464775303341284,64.39106390008659,0.16312434735649087,0.0,0.04869630442918891,0.15937502196668274,0.558799188542276,0.0,0.0,0
124,20.76884,79.76558,36.2981616757882,65.72498099858598,0.1002308345742287,0.0,0.0,0.016642091256932966,0.7373753225860735,7.27940461838692,0.026612075121887898,0
125,20.76884,79.78766,36.276002378866934,67.05887228929025,0.04283852674113421,0.025412939358462904,0.0,0.11990368231126047,0.6752439693122587,7.311238417907337,0.0,0
126,20.76884,79.80974,36.398561243589796,68.3927377598204,0.17560755599011066,0.0,0.00016029429437607252,0.351328778651204,0.5454096998313014,4.045515150792891,0.0,0
127,20.76884,79.83182,36.66438703849079,69.72657739780188,0.0,0.12542123111615208,0.044482854607562544,0.04659915979428042,0.8361964706846453,7.66472728755087,0.0,0
128,20.76884,79.8539,37.070397855137266,71.060391190855,0.0,0.0,0.22291220173617446,0.33251447296877895,0.9,3.8551512543438156,0.17075181811247034,0
129,20.76884,79.87597,37.61205419444345,72.39417912660248,0.0,0.0,0.0552452710665274,0.0,0.482401086740175,0.639336651157592,0.0,0
130,20.76884,79.89805,38.283598928318916,73.72794119266345,0.0,0.01060062358541687,0.0,0.1486897731182363,0.5152373111580576,0.0,0.0,0
131,20.76884,79.92013,39.07833638613793,75.06167737665952,0.0,0.027318118127672743,0.0,0.1213789547841892,0.646769594338425,0.0,0.07470360722482355,0
132,20.76884,79.94221,39.98892225319317,76.39538766620925,0.07622106698493966,0.1496010850219574,0.03376070277736464,0.32981210042078396,0.4219283114759207,3.013700369667123,0.0,0
133,20.76884,79.96429,41.00763990198859,77.72907204892917,0.0,0.0629440876986641,0.22528729799037434,0.06140597115386143,0.6686636145975852,1.789358768785084,0.2483591646427146,0
134,20.76884,79.98636,42.12664543044125,79.06273051243824,0.0,0.07381619207713278,0.2599465642746007,0.0,0.5640269098716021,1.4963528358748415,0.0,0
135,20.76884,80.00844,43.338171118333236,80.39636304435443,0.0,0.05127225094729046,0.3552397553968847,0.17029672264485812,0.6018834706294772,2.7232305118979525,0.0,0
136,20.76884,80.03052,44.63468371511276,81.72996963229201,0.03762287560693413,0.0,0.02636200057984283,0.0,0.46932114062599745,5.231749660315465,0.12585032533007426,0
137,20.76884,80.0526,46.008999081257826,83.06355026386495,0.10057616013273467,0.0,0.15284808595523205,0.0,0.4396280351983322,1.5786615925903889,0.0,0
138,20.76884,80.07468,47.454357985904714,84.39710492669158,0.23960848527937662,0.04622596865822206,0.0,0.0,0.27196135479233796,1.1407385066348745,0.05401466721387926,0
139,20.76884,80.09675,48.964469505687845,85.73063360838191,0.34966411909558287,0.0,0.08608513909905495,0.1589367041614532,0.7578121955980375,1.750028910591889,0.0,0
140,20.76884,80.11883,50.53352887001809,87.06413629655007,0.04972963097832864,0.2703787588481849,0.0,0.24288966218819968,0.6817585183827294,5.3949724436440185,0.16428944102550103,0
141,20.76884,80.14091,52.156216188928525,88.39761297880844,0.0,0.21475477045323316,0.0,0.2742564205372295,0.6442366996994463,2.8184417167166758,0.0,0
142,20.76884,80.16299,53.827681652505206,89.7310636427687,0.0,0.10125869765815276,0.6060126262028326,0.08073086942587557,0.5987402600259228,3.728181076622411,0.02829168522145023,0
143,20.76884,80.18506,55.543521778071145,91.06448827604027,0.03212563165378043,0.06055825600863889,0.06074374961379555,0.2771518403061333,0.22738903288831075,7.0382242290261505,0.0,0
144,20.76884,80.20714,57.29975027757564,92.39788686623136,0.0,0.0,0.0,0.17923174486229884,0.444831594651878,10.392823469488226,0.06606397652778236,0
145,20.76884,80.22922,59.09276621899119,93.73125940095538,0.0,0.0,0.08157505836131902,0.2097538765322957,0.5141381043260307,4.665277207403874,0.0,0
146,20.76884,80.2513,60.91932140277849,95.0646058678162,0.0,0.0,0.0,0.0,0.3986037205588867,4.4077600761331635,0.04196968127098064,0
147,20.76884,80.27338,62.77648827392407,96.39792625442327,0.0,0.016225581464131177,0.0,0.024745875140985335,0.3129012099926684,0.0,0.2805182005622244,0
148,20.76884,80.29545,64.12044479809751,97.73122054838379,0.12791771202379243,0.036714354963040964,0.42063482452317724,0.17372678103551054,0.41316463192692576,3.9583134883793494,0.0,0
149,20.76884,80.31753,65.41149516070057,99.06448873730155,0.018845895619779333,0.0751269252653318,0.21336787574167979,0.29588582844710015,0.5568763282227459,3.1613370009245187,0.06443991304392853,0
150,20.76884,80.33961,66.75627378263991,100.3977308087832,0.0,0.1474137605105477,0.06911160889432058,0.0,0.5569129126536833,5.319974152213418,0.36583487196118275,0
151,20.76884,80.36169,68.15160018860031,101.73094675043122,0.0,0.0,0.0,0.1151411016242826,0.6770508630101533,1.9813091354662489,0.06237672577283464,0
152,20.76884,80.38377,69.59443406147993,103.06413654985107,0.0,0.0,0.0,0.171537877195595,0.8388433232060852,3.521960060847766,0.0,0
153,20.76884,80.40584,71.08188248606079,104.39730019464416,0.0,0.23213762083287245,0.30849832445918535,0.19196359322070405,0.6460051807848463,4.573686568262028,0.0,0
154,20.76884,80.42792,72.61120368473506,105.730437672412,0.0,0.12335751924291335,0.06131698500115175,0.20000008833019414,0.5254219344316515,7.936281852965527,0.0,0
155,20.76884,80.45,74.17980787583414,107.06354897075748,0.21215160743212352,0.0,0.0,0.11112313084926803,0.8020448571799978,7.065868022452779,0.14751409831988635,0
156,20.78768,78.75,40.47774297179929,27.524142536836504,0.025812669536387764,0.0,0.4846968708030393,0.19605499743442836,0.32829385387551,6.714521559563206,0.0,0
157,20.78768,78.77208,38.739795505886846,25.836128795915595,0.13141584321017377,0.0,0.03731085450681572,0.05965424602387229,0.2586479514116389,5.400453064240379,0.17017379582197925,0
158,20.78768,78.79416,37.06231083694947,24.24781750973875,0.0,0.01718994102799136,0.06962124249790236,0.1132469663430693,0.42544341438613054,2.486917765264861,0.09786671716027905,0
159,20.78768,78.81623,35.4538723513335,22.780073142248565,0.0,0.09023253806433681,0.21860824688544367,0.14852452393320506,0.6631632510676949,5.60512984031233,0.09718639179758502,0
160,20.78768,78.83831,33.92430247525666,21.45765102711738,0.0,0.422857367200443,0.0947568114000192,0.34629439378375476,0.5728977756439225,1.8215812373754927,0.0,0
161,20.78768,78.86039,32.48474392333882,20.308959126307386,0.0,0.05032776158539691,0.1515594788069473,0.0,0.39114403378543083,3.40623002747637,0.08084834061395692,0
162,20.78768,78.88247,31.147679440181726,19.36493823505745,0.2950732923803611,0.12854373747748496,0.0,0.5319860012757631,0.4470937890991046,8.670377753787808,0.21874992595220716,0
163,20.78768,78.90455,29.92684982204266,18.656683104665028,0.0,0.0,0.0,0.12696337340400865,0.37482819057133465,5.53106247698086,0.0,0
164,20.78768,78.92662,28.837021456155735,18.211721394815857,0.14867957672306556,0.0,0.06027365941725296,0.15421517838170723,0.37455299784403684,4.779932562281395,0.0,0
165,20.78768,78.9487,27.893553633302623,18.049535956366867,0.0,0.22349990858918742,0.2913410562761648,0.35489810154382967,0.765233712388549,5.136180244442277,0.0569490911103868,0
166,20.78768,78.97078,27.11173039066798,18.17769734625553,0.16012294559366053,0.09099540465573931,0.0,0.23359467333719197,0.5277382959727318,3.9502522213549773,0.015985213624578186,0
167,20.78768,78.99286,26.505859328131418,18.590201553253195,0.0913169471323323,0.0,0.0,0.07648318283823455,0.7953289668138175,0.0,0.23021380399879324,0
